Date,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,WHH,WHD,WHA,B365H,B365D,B365A,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA,B365>2.5,B365<2.5,P>2.5,P<2.5,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,Season,Year,Month,DayOfWeek,TotalGoals,GoalsOver2_5,BTTS,Home_2plus,Away_2plus,HomeTeam_mean_FTHG,AwayTeam_mean_FTAG,HomeTeam,AwayTeam,HomeTeam_Arsenal,HomeTeam_Aston Villa,HomeTeam_Bournemouth,HomeTeam_Brentford,HomeTeam_Brighton,HomeTeam_Chelsea,HomeTeam_Crystal Palace,HomeTeam_Everton,HomeTeam_Fulham,HomeTeam_Ipswich,HomeTeam_Leicester,HomeTeam_Liverpool,HomeTeam_Man City,HomeTeam_Man United,HomeTeam_Newcastle,HomeTeam_Nott'm Forest,HomeTeam_Southampton,HomeTeam_Tottenham,HomeTeam_West Ham,HomeTeam_Wolves,AwayTeam_Arsenal,AwayTeam_Aston Villa,AwayTeam_Bournemouth,AwayTeam_Brentford,AwayTeam_Brighton,AwayTeam_Chelsea,AwayTeam_Crystal Palace,AwayTeam_Everton,AwayTeam_Fulham,AwayTeam_Ipswich,AwayTeam_Leicester,AwayTeam_Liverpool,AwayTeam_Man City,AwayTeam_Man United,AwayTeam_Newcastle,AwayTeam_Nott'm Forest,AwayTeam_Southampton,AwayTeam_Tottenham,AwayTeam_West Ham,AwayTeam_Wolves,HomeRecentGF,HomeRecentGA,HomeRecentPts,AwayRecentGF,AwayRecentGA,AwayRecentPts,h2h_home_wins_last5,home_league_position,away_league_position,position_diff,HomePts,AwayPts,HomeGoalDiff,AwayGoalDiff,HomeRecentGoalDiff,AwayRecentGoalDiff,RecentGoalDiff,HomeRecentShotsOnTarget,AwayRecentShotsOnTarget,RecentShotsOnTargetDiff,PosDiff,B365>2.5_missing,B365<2.5_missing,B365>2.5_implied_prob,B365<2.5_implied_prob,OddsMargin,OU_OddsMargin,OverUnderRatio,Weekend,EarlySeason,RefereeAggression
2024-10-19,2,3,A,2,0,H,A Taylor,14,18,7,4,10,6,10,10,5,3,1,0,2.38,3.5,3.0,2.3,3.5,3.0,2.33,3.54,3.03,2.38,3.63,3.14,1.73,2.1,1.79,2.11,1.8,2.16,1.76,2.08,2024-25,2024,10,5,5,1,1,1,1,0.3333333333333333,1.6666666666666667,Southampton,Leicester,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.6,2.2,1.0,1.4,2.2,1.0,0,20,15,5,0,3,-1,1,-3.0,-2.0,-1.0,7.0,7.0,0.0,5,0,0,0.5780346820809249,0.47619047619047616,0.7666666666666666,0.8238095238095238,0.8238095238095238,1,0,5.0
2024-10-19,0,2,A,0,2,A,M Oliver,13,11,2,8,5,8,12,10,1,1,0,0,2.4,3.4,3.0,2.38,3.3,3.0,2.4,3.42,3.01,2.42,3.5,3.11,1.86,2.04,1.86,2.03,1.88,2.06,1.83,2.01,2024-25,2024,10,5,2,0,0,0,1,1.0,1.0,Ipswich,Everton,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.6,2.0,1.4,2.4,1.0,0,17,14,3,0,3,-2,2,0.0,-1.0,1.0,9.0,7.0,2.0,3,0,0,0.5376344086021505,0.49019607843137253,0.7933333333333333,0.9117647058823529,0.9117647058823529,1,0,5.6
2024-10-19,2,0,H,0,0,D,R Jones,13,6,4,1,7,4,12,11,1,1,0,1,5.0,4.0,1.67,5.0,3.9,1.65,4.94,4.09,1.68,5.1,4.23,1.71,1.73,2.1,1.74,2.18,1.75,2.2,1.72,2.15,2024-25,2024,10,5,2,0,0,1,0,1.3333333333333333,1.6666666666666667,Bournemouth,Arsenal,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4,1.6,3.0,2.0,1.0,4.0,0,13,3,10,3,0,2,-2,1.0,1.0,0.0,13.0,7.0,6.0,10,0,0,0.5780346820809249,0.47619047619047616,3.0303030303030303,0.8238095238095238,0.8238095238095238,1,0,5.5
2024-10-19,1,3,A,1,1,D,D England,10,14,4,5,6,11,8,11,3,3,1,1,2.4,3.6,2.88,2.45,3.5,2.8,2.44,3.5,2.89,2.5,3.71,2.98,1.73,2.1,1.75,2.17,1.78,2.2,1.73,2.14,2024-25,2024,10,5,4,1,1,0,1,2.0,2.0,Fulham,Aston Villa,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6,0.8,4.0,2.0,1.6,4.0,0,7,4,3,0,3,-2,2,2.0,1.0,1.0,16.0,8.0,8.0,3,0,0,0.5780346820809249,0.47619047619047616,0.8750000000000001,0.8238095238095238,0.8238095238095238,1,0,1.5
2024-10-20,1,2,A,1,1,D,C Kavanagh,3,22,2,7,1,18,8,5,4,1,0,0,9.0,5.5,1.33,8.0,6.0,1.33,8.88,5.85,1.31,9.8,6.0,1.34,1.44,2.75,1.48,2.73,1.5,2.95,1.45,2.75,2024-25,2024,10,6,3,1,1,0,1,1.3333333333333333,2.0,Wolves,Man City,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.2,2.8,0.0,2.4,1.2,4.0,0,19,4,15,0,3,-1,1,-2.0,2.0,-4.0,8.0,14.0,-6.0,15,0,0,0.6944444444444444,0.36363636363636365,6.015037593984962,0.5236363636363636,0.5236363636363636,1,0,6.0
2024-10-20,2,1,H,1,0,H,J Brooks,9,12,5,2,1,6,12,13,4,3,0,0,1.65,4.33,4.8,1.62,4.1,5.0,1.63,4.39,4.89,1.67,4.69,5.1,1.4,3.0,1.41,3.02,1.43,3.07,1.4,2.93,2024-25,2024,10,6,3,1,1,1,0,1.6666666666666667,3.3333333333333335,Liverpool,Chelsea,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,0.4,3.0,3.0,1.0,6.0,0,3,4,-1,3,0,1,-1,2.0,4.0,-2.0,18.0,8.0,10.0,-1,0,0,0.7142857142857143,0.3333333333333333,0.324,0.4666666666666666,0.4666666666666666,1,0,2.0
2024-10-21,1,0,H,0,0,D,T Robinson,20,20,6,7,6,6,9,12,2,3,0,0,2.38,3.25,3.2,2.3,3.5,3.0,2.36,3.31,3.11,2.41,3.5,3.21,2.1,1.73,2.17,1.75,2.23,1.76,2.14,1.73,2024-25,2024,10,0,1,0,0,0,0,0.6666666666666666,1.0,Nott'm Forest,Crystal Palace,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.8,1.0,0.8,1.4,1.0,0,15,18,-3,3,0,1,-1,-1.0,-1.0,0.0,6.0,8.0,-2.0,-3,0,0,0.47619047619047616,0.5780346820809249,0.7666666666666666,1.2138728323699424,1.2138728323699424,0,0,4.666666666666667
2024-10-25,1,3,A,1,1,D,C Pawson,11,20,1,5,6,7,16,9,5,2,0,0,3.1,3.3,2.38,3.0,3.3,2.4,3.09,3.32,2.41,3.2,3.45,2.45,2.0,1.8,2.12,1.79,2.13,1.82,2.06,1.79,2024-25,2024,10,4,4,1,1,0,1,1.0,1.25,Leicester,Nott'm Forest,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.4,1.8,4.0,1.0,1.0,5.0,0,12,7,5,0,3,-2,2,0.0,1.0,-1.0,7.0,15.0,-8.0,5,0,0,0.5,0.5555555555555556,1.25,1.1111111111111112,1.1111111111111112,0,0,2.6666666666666665
2024-10-26,1,1,D,0,0,D,A Madley,18,11,8,3,9,7,12,14,7,6,0,0,1.85,3.9,4.0,1.85,3.9,3.8,1.86,3.97,3.97,1.9,4.1,4.1,1.57,2.38,1.61,2.42,1.62,2.45,1.6,2.39,2024-25,2024,10,5,2,0,1,0,0,1.5,1.0,Aston Villa,Bournemouth,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,1.2,7.0,1.2,1.6,3.0,0,2,9,-7,1,1,0,0,3.0,-3.0,6.0,13.0,15.0,-2.0,-7,0,0,0.6369426751592356,0.42016806722689076,0.48684210526315796,0.6596638655462186,0.6596638655462186,1,0,3.25
2024-10-26,4,3,H,2,2,D,L Smith,20,11,9,5,5,5,7,10,0,1,0,1,1.7,4.2,4.6,1.65,4.33,4.75,1.67,4.27,4.86,1.71,4.4,5.1,1.67,2.2,1.67,2.29,1.69,2.33,1.65,2.28,2024-25,2024,10,5,7,1,1,1,1,2.75,0.75,Brentford,Ipswich,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2.2,2.0,7.0,1.0,1.6,2.0,0,15,17,-2,3,0,1,-1,4.0,-3.0,7.0,22.0,9.0,13.0,-2,0,0,0.5988023952095809,0.45454545454545453,0.34736842105263155,0.759090909090909,0.759090909090909,1,0,2.5
2024-10-26,2,2,D,1,0,H,M Oliver,19,14,6,7,9,6,12,10,3,3,0,0,1.65,4.2,5.0,1.62,4.5,4.5,1.64,4.32,4.94,1.68,4.5,5.1,1.57,2.38,1.59,2.46,1.6,2.5,1.56,2.43,2024-25,2024,10,5,4,1,1,1,1,1.75,1.25,Brighton,Wolves,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.6,1.8,5.0,1.4,2.6,1.0,0,10,19,-9,1,1,0,0,1.0,-4.0,5.0,13.0,13.0,0.0,-9,0,0,0.6369426751592356,0.42016806722689076,0.36000000000000004,0.6596638655462186,0.6596638655462186,1,0,5.0
2024-10-26,1,0,H,1,0,H,T Harrington,22,5,8,2,12,1,9,9,1,3,0,0,1.12,9.5,21.0,1.11,10.0,17.0,1.11,10.94,21.04,1.13,13.0,26.0,1.29,3.75,1.32,3.28,1.3,3.95,1.27,3.73,2024-25,2024,10,5,1,0,0,0,0,2.75,0.75,Man City,Southampton,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2.2,1.4,7.0,0.8,2.6,0.0,0,3,20,-17,3,0,1,-1,2.0,-6.0,8.0,25.0,11.0,14.0,-17,0,0,0.7751937984496123,0.26666666666666666,0.06529411764705884,0.34400000000000003,0.34400000000000003,1,0,2.75
2024-10-26,1,1,D,0,0,D,J Brooks,10,14,5,3,4,2,8,8,1,0,0,0,2.75,3.3,2.62,2.75,3.25,2.63,2.76,3.37,2.6,2.83,3.45,2.66,1.91,1.99,1.88,2.01,1.96,2.01,1.89,1.95,2024-25,2024,10,5,2,0,1,0,0,1.0,1.0,Everton,Fulham,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.4,1.6,4.0,1.6,1.2,4.0,0,11,12,-1,1,1,0,0,0.0,0.0,0.0,12.0,10.0,2.0,-1,0,0,0.5235602094240838,0.5025125628140703,1.0456273764258555,0.9597989949748743,0.9597989949748743,1,0,3.6666666666666665
2024-10-27,2,1,H,1,1,D,S Hooper,17,11,7,3,7,4,13,16,6,3,0,0,1.8,4.2,4.0,1.73,4.33,4.2,1.76,4.26,4.15,1.82,4.43,4.3,1.44,2.75,1.44,2.89,1.47,2.93,1.44,2.78,2024-25,2024,10,6,3,1,1,1,0,1.5,1.0,Chelsea,Newcastle,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.0,0.8,5.0,1.2,1.2,4.0,0,6,13,-7,3,0,1,-1,2.0,-1.0,3.0,22.0,13.0,9.0,-7,0,0,0.6944444444444444,0.36363636363636365,0.4119047619047619,0.5236363636363636,0.5236363636363636,1,0,4.5
2024-10-27,1,0,H,1,0,H,D Bond,14,11,6,3,8,8,16,12,4,4,0,0,4.0,4.0,1.83,3.9,4.0,1.83,3.97,3.97,1.85,4.1,4.13,1.88,1.57,2.38,1.61,2.41,1.63,2.48,1.59,2.4,2024-25,2024,10,6,1,0,0,0,0,0.5,1.75,Crystal Palace,Tottenham,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.8,1.2,2.0,1.8,1.4,3.0,0,18,10,8,3,0,1,-1,-1.0,1.0,-2.0,13.0,19.0,-6.0,8,0,0,0.6369426751592356,0.42016806722689076,2.1311475409836063,0.6596638655462186,0.6596638655462186,1,0,3.0
2024-10-27,2,1,H,0,0,D,D Coote,12,18,3,5,6,5,6,7,5,1,0,0,2.88,3.75,2.3,2.88,3.75,2.3,2.89,3.71,2.33,2.98,3.98,2.38,1.53,2.5,1.53,2.6,1.55,2.69,1.51,2.53,2024-25,2024,10,6,3,1,1,1,0,1.5,1.0,West Ham,Man United,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.4,1.8,3.0,0.6,1.2,5.0,0,16,14,2,3,0,1,-1,-2.0,3.0,-5.0,22.0,20.0,2.0,2,0,0,0.6535947712418301,0.4,1.2521739130434784,0.612,0.612,1,0,4.25
2024-10-27,2,2,D,2,1,H,A Taylor,9,9,3,4,1,3,14,14,2,2,0,0,2.45,3.4,2.9,2.5,3.25,2.9,2.49,3.37,2.89,2.54,3.59,2.96,1.92,1.98,1.93,1.95,1.94,1.99,1.89,1.94,2024-25,2024,10,6,4,1,1,1,1,2.5,2.0,Arsenal,Liverpool,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2.2,1.2,7.0,1.8,0.4,9.0,0,6,2,4,1,1,0,0,4.0,5.0,-1.0,29.0,13.0,16.0,4,0,0,0.5208333333333334,0.5050505050505051,0.8620689655172414,0.9696969696969697,0.9696969696969697,1,0,5.666666666666667
2024-11-02,2,1,H,0,1,A,T Harrington,16,13,8,5,10,7,10,18,1,1,0,0,1.4,5.0,7.5,1.4,5.0,7.5,1.39,5.4,7.12,1.43,5.8,7.5,1.4,3.0,1.39,3.13,1.41,3.17,1.39,2.99,2024-25,2024,11,5,3,1,1,1,0,1.75,1.75,Liverpool,Brighton,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6,0.6,6.0,1.6,1.6,4.0,0,2,8,-6,3,0,1,-1,3.0,-1.0,4.0,23.0,14.0,9.0,-6,0,0,0.7142857142857143,0.3333333333333333,0.18666666666666665,0.4666666666666666,0.4666666666666666,1,0,3.0
2024-11-02,2,1,H,1,0,H,M Oliver,12,18,6,4,3,10,11,6,2,1,0,0,5.5,4.33,1.6,5.5,4.2,1.57,5.32,4.44,1.59,5.5,4.6,1.62,1.57,2.38,1.59,2.46,1.62,2.52,1.57,2.42,2024-25,2024,11,5,3,1,1,1,0,1.5,2.0,Bournemouth,Man City,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0,1.2,6.0,2.0,1.4,7.0,0,8,2,6,3,0,1,-1,3.0,3.0,0.0,17.0,21.0,-4.0,6,0,0,0.6369426751592356,0.42016806722689076,3.503184713375796,0.6596638655462186,0.6596638655462186,1,0,5.142857142857143
2024-11-02,1,1,D,0,0,D,T Robinson,14,20,2,6,4,6,11,10,4,2,1,0,2.25,3.6,3.1,2.25,3.5,3.1,2.27,3.61,3.09,2.3,3.77,3.18,1.73,2.1,1.72,2.2,1.74,2.25,1.71,2.18,2024-25,2024,11,5,2,0,1,0,0,0.75,2.0,Ipswich,Leicester,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.8,1.8,2.0,1.8,1.8,4.0,0,18,14,4,1,1,0,0,-2.0,-1.0,-1.0,11.0,11.0,0.0,4,0,0,0.5780346820809249,0.47619047619047616,0.7258064516129032,0.8238095238095238,0.8238095238095238,1,0,4.75
2024-11-02,2,2,D,0,0,D,A Taylor,11,19,6,7,3,6,7,9,1,2,0,0,2.5,3.5,2.8,2.5,3.4,2.88,2.53,3.4,2.85,2.61,3.59,2.92,1.9,2.0,1.92,1.97,1.93,2.0,1.89,1.95,2024-25,2024,11,5,4,1,1,1,1,1.25,0.75,Wolves,Crystal Palace,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4,2.8,0.0,0.6,1.2,1.0,0,19,17,2,1,1,0,0,-3.0,-2.0,-1.0,10.0,15.0,-5.0,2,0,0,0.5263157894736842,0.5,0.8680555555555556,0.95,0.95,1,0,5.428571428571429
2024-11-02,3,0,H,1,0,H,P Bankes,19,4,6,2,11,6,7,9,1,2,0,1,2.15,3.5,3.4,2.15,3.5,3.4,2.15,3.52,3.43,2.2,3.69,3.58,1.89,2.01,1.88,2.02,1.9,2.03,1.86,1.98,2024-25,2024,11,5,3,1,0,1,0,0.75,1.25,Nott'm Forest,West Ham,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0,0.8,4.0,1.4,2.0,2.0,0,7,16,-9,3,0,3,-3,0.0,-3.0,3.0,12.0,10.0,2.0,-9,0,0,0.5291005291005292,0.49751243781094534,0.6323529411764706,0.9402985074626866,0.9402985074626866,1,0,3.6
2024-11-02,1,0,H,0,0,D,A Madley,9,16,2,5,3,6,14,18,4,2,0,0,2.62,3.5,2.62,2.63,3.4,2.63,2.65,3.48,2.66,2.7,3.63,2.75,1.84,2.06,1.85,2.05,1.86,2.06,1.83,2.02,2024-25,2024,11,5,1,0,0,0,0,0.75,1.25,Southampton,Everton,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,2.6,1.0,1.4,1.0,4.0,0,20,11,9,3,0,1,-1,-4.0,1.0,-5.0,14.0,15.0,-1.0,9,0,0,0.5434782608695652,0.4854368932038835,1.0,0.8932038834951457,0.8932038834951457,1,0,5.2
2024-11-02,1,0,H,1,0,H,J Brooks,9,10,4,1,4,6,16,18,4,4,0,0,3.7,3.6,2.0,3.75,3.75,1.95,3.77,3.69,1.98,3.88,3.8,2.03,1.84,2.06,1.83,2.05,1.86,2.07,1.82,2.02,2024-25,2024,11,5,1,0,0,0,0,1.0,1.25,Newcastle,Arsenal,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8,1.2,4.0,2.0,1.4,4.0,0,14,7,7,3,0,1,-1,0.0,-1.0,1.0,13.0,8.0,5.0,7,0,0,0.5434782608695652,0.4854368932038835,1.9230769230769231,0.8932038834951457,0.8932038834951457,1,0,3.0
2024-11-03,4,1,H,0,1,A,C Pawson,16,12,6,1,6,4,14,14,2,0,0,0,1.91,4.0,3.7,1.91,4.0,3.6,1.93,4.07,3.55,1.98,4.28,3.71,1.44,2.75,1.47,2.81,1.47,2.9,1.44,2.78,2024-25,2024,11,6,5,1,1,1,0,2.75,2.25,Tottenham,Aston Villa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.4,1.2,6.0,2.2,1.2,7.0,0,11,3,8,3,0,3,-3,4.0,3.0,1.0,22.0,13.0,9.0,8,0,0,0.6944444444444444,0.36363636363636365,0.5305555555555556,0.5236363636363636,0.5236363636363636,1,0,3.75
2024-11-03,1,1,D,0,0,D,R Jones,11,12,4,3,4,8,19,14,6,2,0,0,2.6,3.8,2.5,2.6,3.5,2.6,2.58,3.78,2.56,2.63,4.06,2.61,1.44,2.75,1.45,2.85,1.47,2.93,1.44,2.79,2024-25,2024,11,6,2,0,1,0,0,0.75,2.75,Man United,Chelsea,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.8,3.0,2.0,1.0,6.0,0,15,5,10,1,1,0,0,-5.0,3.0,-8.0,16.0,10.0,6.0,10,0,0,0.6944444444444444,0.36363636363636365,1.0,0.5236363636363636,0.5236363636363636,1,0,5.0
2024-11-04,2,1,H,0,1,A,S Attwell,26,5,12,2,11,3,3,10,2,1,0,0,2.05,3.7,3.5,2.0,3.7,3.5,2.03,3.73,3.52,2.08,3.9,3.61,1.67,2.2,1.68,2.28,1.7,2.31,1.67,2.23,2024-25,2024,11,0,3,1,1,1,0,1.75,0.75,Fulham,Brentford,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6,1.6,4.0,1.8,2.2,0.0,0,13,10,3,3,0,1,-1,0.0,-4.0,4.0,20.0,13.0,7.0,3,0,0,0.5988023952095809,0.45454545454545453,0.5714285714285714,0.759090909090909,0.759090909090909,0,0,3.5
2024-11-09,2,1,H,0,1,A,S Barrott,10,15,4,6,0,4,12,10,3,3,0,0,4.4,4.0,1.75,4.1,4.2,1.73,4.34,4.17,1.75,4.6,4.33,1.8,1.53,2.5,1.56,2.53,1.57,2.63,1.53,2.5,2024-25,2024,11,5,3,1,1,1,0,1.8,1.8,Brighton,Man City,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2.0,2.0,6.0,1.8,1.2,7.0,0,13,2,11,3,0,1,-1,1.0,2.0,-1.0,19.0,25.0,-6.0,11,0,0,0.6535947712418301,0.4,2.3699421965317917,0.612,0.612,1,0,4.8
2024-11-09,2,0,H,1,0,H,D Coote,14,12,5,2,2,9,11,15,0,3,0,0,1.44,4.8,7.0,1.42,5.25,6.5,1.42,5.26,6.7,1.45,5.5,7.4,1.44,2.75,1.44,2.87,1.45,2.98,1.43,2.83,2024-25,2024,11,5,2,0,0,1,0,1.8,2.0,Liverpool,Aston Villa,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,0.8,9.0,1.8,1.0,7.0,0,1,5,-4,3,0,2,-2,4.0,0.0,4.0,31.0,14.0,17.0,-4,0,0,0.6944444444444444,0.36363636363636365,0.21846153846153846,0.5236363636363636,0.5236363636363636,1,0,4.6
2024-11-09,3,2,H,1,1,D,D Bond,12,15,6,3,6,4,8,16,2,4,0,0,2.5,3.5,2.75,2.5,3.5,2.7,2.53,3.59,2.72,2.61,3.7,2.8,1.62,2.3,1.63,2.39,1.63,2.47,1.6,2.39,2024-25,2024,11,5,5,1,1,1,1,3.0,1.0,Brentford,Bournemouth,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.4,2.4,10.0,1.2,1.2,4.0,0,12,7,5,3,0,1,-1,5.0,-3.0,8.0,31.0,18.0,13.0,5,0,0,0.6172839506172839,0.4347826086956522,0.9259259259259258,0.7043478260869567,0.7043478260869567,1,0,4.25
2024-11-09,0,2,A,0,1,A,M Salisbury,13,17,5,7,1,8,10,11,1,1,1,0,2.7,3.4,2.62,2.7,3.5,2.55,2.7,3.48,2.61,2.82,3.73,2.7,1.95,1.95,1.94,1.94,1.99,1.96,1.93,1.91,2024-25,2024,11,5,2,0,0,0,1,0.6,1.0,Crystal Palace,Fulham,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.4,0.8,5.0,1.6,1.6,5.0,0,17,9,8,0,3,-2,2,0.0,0.0,0.0,19.0,13.0,6.0,8,0,0,0.5128205128205129,0.5128205128205129,1.058823529411765,1.0,1.0,1,0,0.0
2024-11-09,0,0,D,0,0,D,S Attwell,11,18,6,4,7,6,10,9,1,2,0,0,2.15,3.5,3.4,2.15,3.4,3.4,2.18,3.47,3.38,2.23,3.71,3.5,1.84,2.06,1.79,2.1,1.87,2.13,1.81,2.03,2024-25,2024,11,5,0,0,0,0,0,1.6,1.0,West Ham,Everton,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.6,2.0,6.0,1.2,0.6,4.0,0,16,13,3,1,1,0,0,-1.0,0.0,-1.0,25.0,20.0,5.0,3,0,0,0.5434782608695652,0.4854368932038835,0.6323529411764706,0.8932038834951457,0.8932038834951457,1,0,3.4
2024-11-09,2,0,H,1,0,H,T Bramall,8,9,4,0,1,9,14,12,1,4,0,0,1.95,3.75,3.7,1.91,3.75,3.75,1.96,3.84,3.67,2.01,4.13,3.8,1.67,2.2,1.67,2.3,1.72,2.34,1.66,2.26,2024-25,2024,11,5,2,0,0,1,0,1.4,0.6,Wolves,Southampton,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.6,2.8,1.0,1.0,2.2,0.0,0,20,19,1,3,0,2,-2,-3.0,-7.0,4.0,16.0,13.0,3.0,1,0,0,0.5988023952095809,0.45454545454545453,0.5093333333333333,0.759090909090909,0.759090909090909,1,0,0.0
2024-11-10,1,3,A,1,0,H,A Taylor,9,17,3,6,4,5,13,6,1,1,0,0,2.62,3.4,2.7,2.7,3.3,2.7,2.69,3.31,2.72,2.75,3.57,2.82,1.97,1.93,1.94,1.94,2.0,1.96,1.94,1.9,2024-25,2024,11,6,4,1,1,0,1,1.2,1.0,Nott'm Forest,Newcastle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.4,1.0,7.0,0.6,1.4,4.0,0,4,12,-8,0,3,-2,2,3.0,-2.0,5.0,18.0,16.0,2.0,-8,0,0,0.5076142131979695,0.5181347150259068,1.0,1.0207253886010363,1.0207253886010363,1,0,5.125
