FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,IWH,IWD,IWA,WHH,WHD,WHA,B365H,B365D,B365A,B365>2.5,B365<2.5,Date,Season,Year,Month,DayOfWeek,TotalGoals,GoalsOver2_5,HomeTeam_mean_FTHG,AwayTeam_mean_FTAG,HomeTeam,AwayTeam,HomeTeam_Arsenal,HomeTeam_Aston Villa,HomeTeam_Birmingham,HomeTeam_Blackburn,HomeTeam_Blackpool,HomeTeam_Bolton,HomeTeam_Bournemouth,HomeTeam_Brentford,HomeTeam_Brighton,HomeTeam_Burnley,HomeTeam_Cardiff,HomeTeam_Charlton,HomeTeam_Chelsea,HomeTeam_Crystal Palace,HomeTeam_Derby,HomeTeam_Everton,HomeTeam_Fulham,HomeTeam_Huddersfield,HomeTeam_Hull,HomeTeam_Leeds,HomeTeam_Leicester,HomeTeam_Liverpool,HomeTeam_Luton,HomeTeam_Man City,HomeTeam_Man United,HomeTeam_Middlesbrough,HomeTeam_Newcastle,HomeTeam_Norwich,HomeTeam_Nott'm Forest,HomeTeam_Portsmouth,HomeTeam_QPR,HomeTeam_Reading,HomeTeam_Sheffield United,HomeTeam_Southampton,HomeTeam_Stoke,HomeTeam_Sunderland,HomeTeam_Swansea,HomeTeam_Tottenham,HomeTeam_Watford,HomeTeam_West Brom,HomeTeam_West Ham,HomeTeam_Wigan,HomeTeam_Wolves,AwayTeam_Arsenal,AwayTeam_Aston Villa,AwayTeam_Birmingham,AwayTeam_Blackburn,AwayTeam_Blackpool,AwayTeam_Bolton,AwayTeam_Bournemouth,AwayTeam_Brentford,AwayTeam_Brighton,AwayTeam_Burnley,AwayTeam_Cardiff,AwayTeam_Charlton,AwayTeam_Chelsea,AwayTeam_Crystal Palace,AwayTeam_Derby,AwayTeam_Everton,AwayTeam_Fulham,AwayTeam_Huddersfield,AwayTeam_Hull,AwayTeam_Leeds,AwayTeam_Leicester,AwayTeam_Liverpool,AwayTeam_Luton,AwayTeam_Man City,AwayTeam_Man United,AwayTeam_Middlesbrough,AwayTeam_Newcastle,AwayTeam_Norwich,AwayTeam_Nott'm Forest,AwayTeam_Portsmouth,AwayTeam_QPR,AwayTeam_Reading,AwayTeam_Sheffield United,AwayTeam_Southampton,AwayTeam_Stoke,AwayTeam_Sunderland,AwayTeam_Swansea,AwayTeam_Tottenham,AwayTeam_Watford,AwayTeam_West Brom,AwayTeam_West Ham,AwayTeam_Wigan,AwayTeam_Wolves,has_ou_odds
1.0,3.0,A,1.0,1.0,D,J Moss,18.0,15.0,3.0,6.0,4.0,5.0,10.0,17.0,2.0,3.0,0.0,0.0,1.45,4.0,7.0,1.44,4.2,8.0,1.45,4.75,8.0,1.8673941243800074,2.0139336131247614,2015-05-16,2014-15,2015,5,5,4.0,1,2.077889447236181,1.119815668202765,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,H,0.0,1.0,A,L Probert,8.0,22.0,4.0,8.0,3.0,12.0,12.0,8.0,2.0,0.0,0.0,0.0,2.9,3.3,2.3,2.9,3.25,2.4,3.1,3.5,2.4,1.8673941243800074,2.0139336131247614,2015-05-16,2014-15,2015,5,5,3.0,1,1.0526315789473684,1.0277777777777777,QPR,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0,1.0,H,5.0,1.0,H,R Madley,18.0,9.0,11.0,4.0,6.0,3.0,19.0,7.0,1.0,1.0,0.0,0.0,1.75,3.5,4.5,1.75,3.5,5.0,1.75,3.8,5.25,1.8673941243800074,2.0139336131247614,2015-05-16,2014-15,2015,5,5,7.0,1,1.3740458015267176,1.127906976744186,Southampton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,D,0.0,0.0,D,M Atkinson,13.0,11.0,3.0,0.0,8.0,9.0,14.0,15.0,4.0,1.0,0.0,0.0,2.4,3.2,2.85,2.7,3.1,2.7,2.8,3.3,2.75,1.8673941243800074,2.0139336131247614,2015-05-16,2014-15,2015,5,5,0.0,0,1.0855855855855856,1.4731182795698925,Sunderland,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,H,0.0,0.0,D,A Taylor,10.0,14.0,3.0,2.0,6.0,8.0,10.0,6.0,3.0,1.0,0.0,0.0,1.7,3.8,4.3,1.8,3.3,5.0,1.8,3.8,4.75,1.8673941243800074,2.0139336131247614,2015-05-16,2014-15,2015,5,5,2.0,0,1.8421052631578947,0.7789473684210526,Tottenham,Hull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,A,0.0,0.0,D,K Friend,13.0,21.0,3.0,5.0,7.0,8.0,12.0,14.0,1.0,4.0,0.0,0.0,2.6,3.2,2.6,2.8,3.1,2.6,2.9,3.4,2.6,1.8673941243800074,2.0139336131247614,2015-05-16,2014-15,2015,5,5,3.0,1,1.4450867052023122,1.080604534005038,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,D,1.0,0.0,H,M Dean,12.0,5.0,4.0,3.0,5.0,5.0,16.0,8.0,1.0,0.0,0.0,0.0,2.3,3.3,2.9,2.5,3.1,3.0,2.45,3.5,3.0,1.8673941243800074,2.0139336131247614,2015-05-17,2014-15,2015,5,6,2.0,0,2.050251256281407,1.6215538847117794,Man United,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4.0,A,1.0,2.0,A,M Clattenburg,13.0,22.0,9.0,11.0,11.0,7.0,8.0,8.0,0.0,3.0,0.0,0.0,4.5,3.5,1.75,5.0,3.5,1.75,4.75,4.2,1.75,1.8673941243800074,2.0139336131247614,2015-05-17,2014-15,2015,5,6,6.0,1,1.3458646616541354,1.645,Swansea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,0.0,H,1.0,0.0,H,M Jones,9.0,12.0,5.0,3.0,3.0,4.0,12.0,11.0,3.0,2.0,0.0,1.0,3.6,3.3,2.0,4.0,3.1,2.05,4.1,3.5,2.0,1.8673941243800074,2.0139336131247614,2015-05-18,2014-15,2015,5,0,3.0,1,1.1934156378600822,1.605527638190955,West Brom,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,D,0.0,0.0,D,A Taylor,28.0,7.0,8.0,3.0,5.0,2.0,6.0,8.0,1.0,0.0,0.0,0.0,1.35,4.6,8.2,1.29,5.5,11.0,1.3,6.0,11.0,1.8673941243800074,2.0139336131247614,2015-05-20,2014-15,2015,5,2,0.0,0,2.1209068010075565,0.8642533936651584,Arsenal,Sunderland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4.0,1.0,H,4.0,0.0,H,R Madley,24.0,14.0,13.0,5.0,7.0,3.0,6.0,7.0,1.0,0.0,0.0,0.0,1.4,4.4,7.3,1.4,4.5,8.0,1.4,5.25,8.5,1.8673941243800074,2.0139336131247614,2015-05-24,2014-15,2015,5,6,5.0,1,2.1209068010075565,0.8734693877551021,Arsenal,West Brom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,1.0,A,0.0,1.0,A,M Jones,16.0,6.0,5.0,3.0,7.0,2.0,9.0,6.0,1.0,2.0,0.0,0.0,2.0,3.3,3.6,2.1,3.3,3.5,2.1,3.6,3.75,1.8673941243800074,2.0139336131247614,2015-05-24,2014-15,2015,5,6,1.0,0,1.3343108504398826,0.9197530864197532,Aston Villa,Burnley,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,1.0,H,1.0,1.0,D,L Mason,24.0,17.0,8.0,9.0,11.0,3.0,12.0,8.0,2.0,1.0,0.0,0.0,1.3,5.0,9.0,1.36,4.5,10.0,1.36,5.25,9.5,1.8673941243800074,2.0139336131247614,2015-05-24,2014-15,2015,5,6,4.0,1,2.0225563909774436,0.8642533936651584,Chelsea,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.0,0.0,H,0.0,0.0,D,C Pawson,13.0,5.0,7.0,2.0,7.0,3.0,22.0,13.0,3.0,0.0,0.0,0.0,2.1,3.3,3.3,2.3,3.2,3.2,2.25,3.6,3.3,1.8673941243800074,2.0139336131247614,2015-05-24,2014-15,2015,5,6,1.0,0,1.1152073732718897,0.9548872180451128,Crystal Palace,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,A,0.0,1.0,A,J Moss,9.0,16.0,1.0,3.0,3.0,5.0,12.0,8.0,1.0,2.0,0.0,0.0,2.4,3.3,2.75,2.4,3.1,3.1,2.4,3.6,3.0,1.8673941243800074,2.0139336131247614,2015-05-24,2014-15,2015,5,6,1.0,0,1.5375,1.449748743718593,Everton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,0.0,D,0.0,0.0,D,L Probert,16.0,7.0,6.0,1.0,8.0,1.0,12.0,15.0,2.0,2.0,0.0,1.0,2.85,3.6,2.2,3.2,3.3,2.25,3.2,3.75,2.25,1.8673941243800074,2.0139336131247614,2015-05-24,2014-15,2015,5,6,0.0,0,1.127659574468085,1.565326633165829,Hull,Man United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,H,2.0,0.0,H,M Oliver,22.0,18.0,7.0,2.0,5.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,1.6,3.9,5.0,1.62,3.8,5.5,1.6,4.33,6.0,1.8673941243800074,2.0139336131247614,2015-05-24,2014-15,2015,5,6,6.0,1,1.5238095238095235,0.9649122807017544,Leicester,QPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0.0,H,1.0,0.0,H,C Foy,15.0,13.0,6.0,4.0,8.0,4.0,13.0,8.0,1.0,1.0,0.0,0.0,1.5,4.0,6.1,1.57,3.8,6.0,1.57,4.5,6.0,1.8673941243800074,2.0139336131247614,2015-05-24,2014-15,2015,5,6,2.0,0,2.2455696202531645,1.0310077519379846,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,0.0,H,0.0,0.0,D,M Atkinson,17.0,4.0,4.0,1.0,2.0,3.0,9.0,9.0,2.0,1.0,0.0,0.0,1.65,3.8,4.6,1.8,3.5,4.5,1.83,4.0,4.33,1.8673941243800074,2.0139336131247614,2015-05-24,2014-15,2015,5,6,2.0,0,1.4764542936288088,1.0869565217391304,Newcastle,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.0,1.0,H,5.0,0.0,H,A Taylor,15.0,13.0,9.0,4.0,3.0,9.0,13.0,4.0,4.0,2.0,0.0,0.0,3.3,3.3,2.1,3.3,3.3,2.2,3.5,3.6,2.15,1.8673941243800074,2.0139336131247614,2015-05-24,2014-15,2015,5,6,7.0,1,1.305263157894737,1.598503740648379,Stoke,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,1.0,H,4.0,0.0,H,M Oliver,15.0,12.0,7.0,5.0,11.0,2.0,9.0,9.0,0.0,2.0,0.0,0.0,1.15,8.0,18.0,1.12,8.5,21.0,1.14,10.0,19.0,1.4,3.0,2019-08-09,2019-20,2019,8,4,5.0,1,2.077889447236181,0.7022900763358778,Liverpool,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,5.0,A,0.0,1.0,A,M Dean,5.0,14.0,3.0,9.0,1.0,1.0,6.0,13.0,2.0,2.0,0.0,0.0,11.0,6.1,1.25,13.0,6.0,1.24,12.0,6.5,1.22,1.44,2.75,2019-08-10,2019-20,2019,8,5,5.0,1,1.4450867052023122,1.645,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,D,0.0,0.0,D,K Friend,13.0,8.0,3.0,3.0,3.0,4.0,10.0,19.0,2.0,1.0,0.0,0.0,1.97,3.55,3.8,2.0,3.5,3.8,1.95,3.6,3.6,1.9,1.9,2019-08-10,2019-20,2019,8,5,2.0,0,1.3577235772357723,0.5373134328358209,Bournemouth,Sheffield United,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3.0,0.0,H,0.0,0.0,D,G Scott,10.0,11.0,4.0,3.0,2.0,7.0,6.0,12.0,0.0,0.0,0.0,0.0,2.65,3.2,2.75,2.7,3.2,2.75,2.62,3.2,2.75,2.1,1.72,2019-08-10,2019-20,2019,8,5,3.0,1,1.0555555555555556,1.0310077519379846,Burnley,Southampton,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,D,0.0,0.0,D,J Moss,6.0,10.0,2.0,3.0,6.0,2.0,16.0,14.0,2.0,1.0,0.0,1.0,3.1,3.2,2.4,3.1,3.3,2.35,3.0,3.25,2.37,2.2,1.66,2019-08-10,2019-20,2019,8,5,0.0,0,1.1152073732718897,1.080604534005038,Crystal Palace,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,3.0,A,0.0,1.0,A,C Pawson,11.0,5.0,3.0,3.0,5.0,2.0,15.0,11.0,0.0,1.0,0.0,0.0,1.93,3.4,4.25,1.95,3.4,4.2,1.9,3.4,4.0,2.1,1.72,2019-08-10,2019-20,2019,8,5,3.0,1,1.1729323308270676,1.1048387096774193,Watford,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,1.0,H,0.0,1.0,A,C Kavanagh,31.0,7.0,7.0,4.0,14.0,0.0,13.0,9.0,1.0,0.0,0.0,0.0,1.3,5.5,9.6,1.29,5.5,10.0,1.3,5.25,10.0,1.66,2.2,2019-08-10,2019-20,2019,8,5,4.0,1,1.8421052631578947,1.127906976744186,Tottenham,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,D,0.0,0.0,D,A Marriner,15.0,8.0,1.0,2.0,12.0,3.0,3.0,13.0,0.0,2.0,0.0,0.0,2.2,3.25,3.45,2.2,3.25,3.5,2.2,3.2,3.4,2.2,1.66,2019-08-11,2019-20,2019,8,6,0.0,0,1.5238095238095235,0.9441340782122905,Leicester,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.0,1.0,A,0.0,0.0,D,M Atkinson,9.0,8.0,2.0,2.0,5.0,3.0,12.0,7.0,1.0,3.0,0.0,0.0,4.4,3.85,1.77,4.5,3.75,1.78,4.5,3.75,1.72,1.8,2.0,2019-08-11,2019-20,2019,8,6,1.0,0,1.4764542936288088,1.6215538847117794,Newcastle,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.0,0.0,H,1.0,0.0,H,A Taylor,11.0,18.0,5.0,7.0,3.0,5.0,15.0,13.0,3.0,4.0,0.0,0.0,2.15,3.35,3.4,2.15,3.3,3.5,2.1,3.3,3.5,2.0,1.8,2019-08-11,2019-20,2019,8,6,4.0,1,2.050251256281407,1.605527638190955,Man United,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,1.0,H,1.0,1.0,D,M Dean,16.0,18.0,9.0,5.0,10.0,7.0,13.0,11.0,2.0,1.0,0.0,0.0,1.3,5.6,9.5,1.32,5.25,10.0,1.3,5.5,10.0,1.57,2.37,2019-08-17,2019-20,2019,8,5,3.0,1,2.1209068010075565,0.9197530864197532,Arsenal,Burnley,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,2.0,A,0.0,2.0,A,M Atkinson,22.0,12.0,7.0,4.0,10.0,5.0,10.0,13.0,0.0,2.0,0.0,0.0,2.3,3.45,3.05,2.25,3.5,3.1,2.3,3.4,3.1,1.8,2.0,2019-08-17,2019-20,2019,8,5,3.0,1,1.3343108504398826,1.1209677419354838,Aston Villa,Bournemouth,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,D,0.0,0.0,D,A Taylor,16.0,8.0,4.0,3.0,8.0,6.0,11.0,10.0,0.0,2.0,0.0,0.0,2.5,3.3,2.85,2.5,3.3,2.88,2.55,3.25,2.87,1.9,1.9,2019-08-17,2019-20,2019,8,5,2.0,0,1.314516129032258,1.0869565217391304,Brighton,West Ham,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,0.0,H,1.0,0.0,H,L Mason,12.0,8.0,2.0,2.0,4.0,7.0,11.0,11.0,2.0,3.0,0.0,0.0,1.7,3.9,4.65,1.73,3.8,4.8,1.72,3.8,4.75,1.72,2.1,2019-08-17,2019-20,2019,8,5,1.0,0,1.5375,0.8947368421052632,Everton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3.0,1.0,H,1.0,0.0,H,S Attwell,15.0,10.0,8.0,3.0,7.0,5.0,9.0,11.0,1.0,3.0,0.0,0.0,2.2,3.35,3.35,2.15,3.4,3.4,2.25,3.3,3.3,1.9,1.9,2019-08-17,2019-20,2019,8,5,4.0,1,1.1755725190839694,1.0277777777777777,Norwich,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,2.0,A,0.0,1.0,A,A Marriner,14.0,15.0,3.0,6.0,5.0,9.0,10.0,6.0,2.0,1.0,0.0,0.0,7.5,4.8,1.4,7.0,4.6,1.44,6.5,4.75,1.44,1.66,2.2,2019-08-17,2019-20,2019,8,5,3.0,1,1.3740458015267176,1.598503740648379,Southampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
